Saat,Yuk Tahmin Plani (MWh),Ikili Anlasma (MWh),PTF (TL/MWh)Okuma Yukumlulu,SAM (MWh),SSM(MWh),KGUP (MWh),SMF (TL/MWh),YAL (0) Kodlu (MWh),YAL (1) Kodlu (MWh),YAL (2) Kodlu (MWh),YAL Teslim Edilmeyen (MWh),YAT (0) Kodlu (MWh),YAT (1) Kodlu (MWh),YAT (2) Kodlu (MWh),YAT Teslim Edilmeyen (MWh)
01.02.2018 00:00,33700.00,29604.90,217.12,15591.80,15591.70,31071.02,217.12,129.60,0.00,0.00,3.52,80.83,0.00,0.00,4.00
01.02.2018 01:00,31500.00,27444.50,203.28,14420.00,14419.90,28615.62,213.20,856.08,0.00,0.00,197.56,0.00,0.00,0.00,0.00
01.02.2018 02:00,30200.00,33451.80,175.04,14960.30,14960.30,27200.96,175.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
01.02.2018 03:00,29100.00,32624.60,178.01,14416.90,14416.90,26372.32,128.00,0.00,0.00,0.00,0.00,943.95,0.00,0.00,155.43
01.02.2018 04:00,29100.00,32504.40,132.10,14635.30,14635.20,26174.06,125.00,0.00,0.00,0.00,0.00,515.50,0.00,0.00,18.31
01.02.2018 05:00,29300.00,32901.40,168.84,14749.70,14749.80,26374.31,140.00,0.00,0.00,0.00,0.00,829.70,0.00,0.00,176.09
01.02.2018 06:00,30300.00,25780.90,175.05,16127.90,16127.90,27311.90,105.00,0.00,0.00,0.00,0.00,1409.70,0.00,0.00,238.53
01.02.2018 07:00,32300.00,26626.80,215.84,17041.00,17040.90,29772.78,120.01,0.00,0.00,0.00,0.00,1679.23,0.00,0.00,167.77
01.02.2018 08:00,36700.00,29316.30,215.89,18829.90,18829.90,33522.48,140.00,830.17,0.00,0.00,104.71,1572.50,0.00,0.00,168.15
01.02.2018 09:00,39200.00,31753.30,217.73,20486.00,20486.00,36141.37,130.00,293.65,0.00,0.00,13.70,1764.95,0.00,0.00,154.14
01.02.2018 10:00,39300.00,32923.40,216.78,20872.80,20872.70,36387.76,130.00,0.00,0.00,0.00,0.00,1631.00,0.00,0.00,167.57
01.02.2018 11:00,39300.00,33629.50,216.67,20921.50,20921.40,36600.40,130.00,0.00,0.00,0.00,0.00,1634.80,0.00,0.00,150.00
01.02.2018 12:00,37200.00,33167.50,169.99,20194.10,20194.30,34940.66,124.00,0.00,0.00,0.00,0.00,2275.34,0.00,0.00,714.53
01.02.2018 13:00,37400.00,32714.70,175.04,20327.50,20327.50,35100.62,121.40,0.00,0.00,0.00,0.00,2227.90,0.00,0.00,530.89
01.02.2018 14:00,37600.00,32657.90,175.05,20191.00,20191.10,35390.03,125.00,0.00,0.00,0.00,0.00,1720.05,0.00,0.00,531.74
01.02.2018 15:00,37100.00,32415.90,169.99,19861.30,19861.40,35289.42,121.40,0.00,0.00,0.00,0.00,2579.98,0.00,0.00,543.69
01.02.2018 16:00,37500.00,32248.10,215.24,19605.90,19605.80,35743.93,130.00,29.33,0.00,0.00,0.00,2293.02,0.00,0.00,447.29
01.02.2018 17:00,38400.00,34198.60,184.00,18818.70,18818.70,36205.56,125.00,0.00,0.00,0.00,0.00,2229.63,0.00,0.00,721.63
01.02.2018 18:00,39400.00,35131.30,184.00,18712.20,18712.20,36788.24,124.00,0.00,0.00,0.00,0.00,2412.00,0.00,0.00,799.88
01.02.2018 19:00,39100.00,34992.10,175.05,18446.30,18446.40,36226.15,125.00,0.00,0.00,0.00,0.00,2204.50,0.00,0.00,777.67
01.02.2018 20:00,38200.00,33787.50,189.96,18071.10,18071.10,35162.57,125.00,0.00,0.00,0.00,0.00,2125.00,0.00,0.00,748.71
01.02.2018 21:00,37200.00,32954.10,149.00,17570.00,17569.90,34255.71,130.00,0.00,0.00,0.00,0.00,1159.40,0.00,0.00,354.32
01.02.2018 22:00,36400.00,33478.90,168.84,16657.90,16657.90,33904.87,120.00,0.00,0.00,0.00,0.00,1448.05,0.00,0.00,269.58
01.02.2018 23:00,35400.00,32289.90,129.99,16106.60,16106.60,32704.77,114.00,49.20,0.00,0.00,0.77,930.62,0.00,0.00,160.32
02.02.2018 00:00,33700.00,30339.90,205.05,16217.70,16217.80,30503.47,174.53,34.10,0.00,0.00,10.00,180.00,0.00,0.00,0.00
02.02.2018 01:00,31500.00,28330.00,166.00,15449.30,15449.30,28249.69,166.00,183.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
02.02.2018 02:00,30200.00,33958.80,125.01,15989.10,15989.30,27130.15,125.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
02.02.2018 03:00,29100.00,33270.00,130.00,15652.90,15653.00,26214.61,130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
02.02.2018 04:00,29100.00,33070.70,130.00,15731.10,15731.20,26213.74,121.05,0.00,0.00,0.00,0.00,128.00,0.00,0.00,1.45
02.02.2018 05:00,29300.00,33525.30,130.00,15838.70,15838.80,26340.47,121.00,0.00,0.00,0.00,0.00,505.88,0.00,0.00,25.60
02.02.2018 06:00,30300.00,26390.20,174.50,17110.40,17110.30,27127.10,121.05,0.00,0.00,0.00,0.00,1073.06,0.00,0.00,149.12
02.02.2018 07:00,32300.00,27033.00,191.92,17751.20,17751.20,29170.26,125.00,147.57,0.00,0.00,1.89,1345.41,0.00,0.00,193.76
02.02.2018 08:00,36700.00,29303.30,174.99,20097.00,20097.00,33805.51,128.29,702.50,0.00,0.00,26.88,1366.68,0.00,0.00,84.31
02.02.2018 09:00,39200.00,32012.60,215.23,21431.40,21431.30,36265.78,215.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
02.02.2018 10:00,39300.00,33202.30,204.79,21799.20,21799.10,36559.14,182.00,9.00,0.00,0.00,1.31,659.00,0.00,0.00,13.92
02.02.2018 11:00,39300.00,33542.80,204.79,21878.10,21878.10,36884.81,204.00,0.00,0.00,0.00,0.00,472.00,0.00,0.00,0.00
02.02.2018 12:00,37000.00,32903.10,174.04,20830.50,20830.50,35099.79,174.04,104.17,0.00,0.00,0.00,260.06,0.00,0.00,45.55
02.02.2018 13:00,37000.00,32164.70,130.00,20466.30,20466.30,34165.23,121.05,0.00,0.00,0.00,0.00,491.58,0.00,0.00,1.10
02.02.2018 14:00,37600.00,32427.20,174.99,20980.90,20980.90,35598.31,170.00,0.00,0.00,0.00,0.00,483.08,0.00,0.00,52.97
02.02.2018 15:00,37100.00,32088.30,175.00,20588.70,20588.70,35393.90,175.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
02.02.2018 16:00,37500.00,32317.90,215.38,20009.40,20009.30,35607.28,216.00,279.97,0.00,0.00,56.85,0.00,0.00,0.00,0.00
02.02.2018 17:00,38400.00,34356.00,179.84,19148.30,19148.30,36014.39,191.81,1115.98,0.00,0.00,385.06,0.00,0.00,0.00,0.00
02.02.2018 18:00,39400.00,34992.10,199.99,19297.90,19297.80,36644.86,209.00,1063.42,0.00,0.00,349.94,0.00,0.00,0.00,0.00
02.02.2018 19:00,39100.00,34744.00,175.00,19158.90,19158.80,36173.17,175.00,441.67,0.00,0.00,215.94,0.00,0.00,0.00,0.00
02.02.2018 20:00,38200.00,34424.60,215.65,18894.10,18894.10,35016.36,215.65,816.60,0.00,0.00,40.53,501.53,0.00,0.00,137.15
02.02.2018 21:00,37200.00,33303.20,178.60,18626.00,18626.20,34069.49,121.05,0.00,0.00,0.00,0.00,1101.00,0.00,0.00,216.79
02.02.2018 22:00,36400.00,33203.60,190.00,17964.60,17964.70,33823.38,121.05,0.00,0.00,0.00,0.00,1195.80,0.00,0.00,234.04
02.02.2018 23:00,35400.00,32625.60,137.00,17326.20,17326.20,32675.80,125.00,0.00,0.00,0.00,0.00,180.73,0.00,0.00,0.02
03.02.2018 00:00,33900.00,30152.00,201.64,16795.50,16795.50,30780.46,131.74,0.00,0.00,0.00,0.00,931.80,0.00,0.00,195.63
03.02.2018 01:00,31800.00,27870.20,179.98,15860.80,15860.80,28506.35,179.98,152.67,0.00,0.00,21.69,0.00,0.00,0.00,0.00
03.02.2018 02:00,30200.00,33397.90,140.00,16393.60,16393.50,27196.13,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
03.02.2018 03:00,29400.00,32648.00,159.66,15985.80,15985.90,26264.22,159.66,32.70,0.00,0.00,4.03,0.00,0.00,0.00,0.00
03.02.2018 04:00,29000.00,32443.60,159.65,15961.30,15961.40,26035.87,159.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
03.02.2018 05:00,29200.00,32655.40,149.95,16066.70,16066.60,26168.35,149.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
03.02.2018 06:00,29700.00,25365.40,172.99,17200.80,17200.80,26582.10,170.00,0.00,0.00,0.00,0.00,389.33,0.00,0.00,86.09
03.02.2018 07:00,30800.00,26006.90,149.94,17502.40,17502.30,27417.77,149.94,326.50,0.00,0.00,62.83,359.82,0.00,0.00,84.59
03.02.2018 08:00,33800.00,28792.40,149.95,18242.80,18242.70,30313.67,149.94,402.60,0.00,0.00,21.60,617.63,0.00,0.00,18.21
03.02.2018 09:00,37100.00,31634.20,210.06,19197.80,19197.70,32608.83,210.06,367.33,0.00,0.00,315.88,150.73,0.00,0.00,1.26
03.02.2018 10:00,38200.00,33338.00,215.61,19713.80,19713.80,33633.54,215.61,70.83,0.00,0.00,8.33,83.33,0.00,0.00,0.00
03.02.2018 11:00,38700.00,34379.00,216.27,19889.80,19889.70,34316.13,216.27,483.90,0.00,0.00,282.48,70.83,0.00,0.00,0.00
03.02.2018 12:00,37600.00,33235.80,215.41,19283.30,19283.20,33253.72,215.41,1327.95,0.00,0.00,741.27,25.00,0.00,0.00,6.00
03.02.2018 13:00,37600.00,33271.90,204.80,19091.10,19091.10,33164.73,204.80,633.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00
03.02.2018 14:00,37100.00,33801.60,164.00,18442.00,18442.10,32825.42,178.00,1024.85,0.00,0.00,273.55,0.00,0.00,0.00,0.00
03.02.2018 15:00,36400.00,33708.20,149.67,17586.30,17586.30,32283.33,164.67,779.00,0.00,0.00,78.72,0.00,0.00,0.00,0.00
03.02.2018 16:00,36100.00,33608.90,130.07,17356.90,17356.90,32232.98,145.07,677.05,0.00,0.00,110.22,0.00,0.00,0.00,0.00
03.02.2018 17:00,36600.00,35012.20,125.01,16788.60,16788.70,32803.26,125.01,0.00,0.00,0.00,0.00,62.50,0.00,0.00,0.00
03.02.2018 18:00,38100.00,35554.70,210.01,17273.10,17273.10,34184.78,210.01,666.00,0.00,0.00,369.94,70.83,0.00,0.00,0.00
03.02.2018 19:00,37900.00,35073.30,215.40,17598.20,17598.20,33986.61,215.40,338.42,0.00,0.00,167.10,119.50,0.00,0.00,5.85
03.02.2018 20:00,36900.00,33913.80,216.24,17690.00,17690.00,33068.61,190.00,0.00,0.00,0.00,0.00,312.33,0.00,0.00,2.85
03.02.2018 21:00,35800.00,32928.90,215.29,17346.50,17346.40,32413.04,215.29,0.00,0.00,0.00,0.00,37.22,0.00,0.00,0.25
03.02.2018 22:00,35500.00,32976.10,169.08,17011.50,17011.50,32010.64,168.08,0.00,0.00,0.00,0.00,122.58,0.00,0.00,2.00
03.02.2018 23:00,34600.00,32401.20,98.94,16885.60,16885.60,31139.17,98.94,0.00,0.00,0.00,0.00,19.47,0.00,0.00,1.00
04.02.2018 00:00,32500.00,30369.60,205.79,15960.90,15961.00,29173.59,125.00,0.00,0.00,0.00,0.00,1296.32,0.00,0.00,165.03
04.02.2018 01:00,30500.00,28243.40,130.00,15094.40,15094.50,26943.97,130.00,282.50,0.00,0.00,15.38,737.00,0.00,0.00,68.87
04.02.2018 02:00,28900.00,33266.80,88.26,15717.60,15717.60,25715.10,104.58,344.79,0.00,0.00,6.12,63.48,0.00,0.00,0.00
04.02.2018 03:00,27900.00,32293.00,98.95,15391.10,15391.10,24732.21,115.28,461.48,0.00,0.00,76.17,88.00,0.00,0.00,21.40
04.02.2018 04:00,27300.00,31927.50,125.01,15125.80,15125.90,24168.60,126.00,306.15,0.00,0.00,90.59,124.17,0.00,0.00,0.00
04.02.2018 05:00,27300.00,31910.40,125.00,15249.30,15249.40,24065.98,113.00,0.00,0.00,0.00,0.00,298.00,0.00,0.00,0.00
04.02.2018 06:00,27300.00,32261.00,144.95,16797.50,16797.50,24171.94,120.00,0.00,0.00,0.00,0.00,275.00,0.00,0.00,0.00
04.02.2018 07:00,27400.00,32245.60,129.99,16499.40,16499.30,24244.93,113.00,0.00,0.00,0.00,0.00,206.28,0.00,0.00,20.58
04.02.2018 08:00,27300.00,25856.40,129.99,15456.30,15456.20,24323.75,105.00,0.00,0.00,0.00,0.00,933.10,0.00,0.00,92.89
04.02.2018 09:00,28600.00,28257.90,125.01,15567.50,15567.50,25690.98,113.00,0.00,0.00,0.00,0.00,763.65,0.00,0.00,5.68
04.02.2018 10:00,29700.00,29907.80,200.99,15841.10,15841.10,26957.68,170.53,0.00,0.00,0.00,0.00,583.58,0.00,0.00,8.45
04.02.2018 11:00,30400.00,31381.50,205.80,15776.00,15776.00,27810.21,175.53,0.00,0.00,0.00,0.00,602.60,0.00,0.00,0.13
04.02.2018 12:00,30400.00,31535.50,125.00,16235.70,16235.70,27771.32,125.00,0.00,0.00,0.00,0.00,38.50,0.00,0.00,0.00
04.02.2018 13:00,30700.00,31488.20,125.00,16304.70,16304.80,27872.12,135.26,557.57,0.00,0.00,194.44,0.00,0.00,0.00,0.00
04.02.2018 14:00,30100.00,31167.90,98.94,16263.80,16263.80,27726.75,119.00,821.63,0.00,0.00,99.56,0.00,0.00,0.00,0.00
04.02.2018 15:00,30400.00,30609.10,29.99,16500.90,16500.90,27350.51,79.99,1126.33,0.00,0.00,143.88,0.00,0.00,0.00,0.00
04.02.2018 16:00,31100.00,30828.60,65.01,16168.40,16168.40,27663.87,85.00,495.97,0.00,0.00,15.19,0.00,0.00,0.00,0.00
04.02.2018 17:00,32200.00,31910.50,129.99,15748.40,15748.40,28775.03,113.00,141.07,0.00,0.00,75.57,547.25,0.00,0.00,4.80
04.02.2018 18:00,34500.00,33751.80,215.38,16277.50,16277.50,30760.24,184.53,0.00,0.00,0.00,0.00,468.00,0.00,0.00,9.00
04.02.2018 19:00,34800.00,33820.50,218.02,16569.50,16569.50,31348.03,160.00,0.00,0.00,0.00,0.00,1215.72,0.00,0.00,231.61
04.02.2018 20:00,34300.00,33913.30,217.05,15955.10,15955.00,30750.27,125.00,0.00,0.00,0.00,0.00,1811.00,0.00,0.00,313.94
04.02.2018 21:00,33600.00,32891.40,216.62,15812.20,15812.20,30122.35,122.01,0.00,0.00,0.00,0.00,1840.40,0.00,0.00,240.52
04.02.2018 22:00,33500.00,32544.70,215.59,15740.60,15740.60,29551.94,156.69,0.00,0.00,0.00,0.00,1158.00,0.00,0.00,150.08
04.02.2018 23:00,32500.00,31419.90,185.00,15336.70,15336.80,28598.70,160.00,0.00,0.00,0.00,0.00,164.33,0.00,0.00,5.00
05.02.2018 00:00,31000.00,29132.10,184.98,14534.60,14534.60,27841.09,126.01,0.00,0.00,0.00,0.00,1135.21,0.00,0.00,116.31
05.02.2018 01:00,29400.00,26844.70,178.98,13782.30,13782.40,25835.07,126.01,0.00,0.00,0.00,0.00,1123.02,0.00,0.00,389.65
05.02.2018 02:00,28100.00,32973.00,178.99,14310.00,14310.10,24987.72,126.11,71.50,0.00,0.00,0.01,633.40,0.00,0.00,81.91
05.02.2018 03:00,27600.00,32429.70,161.99,14275.70,14275.80,24375.58,113.00,0.00,0.00,0.00,0.00,1161.40,0.00,0.00,235.21
05.02.2018 04:00,27300.00,32245.50,168.91,14371.90,14371.90,24142.27,114.00,0.00,0.00,0.00,0.00,1075.00,0.00,0.00,170.43
05.02.2018 05:00,27700.00,32676.10,178.98,14546.20,14546.30,24329.75,120.00,0.00,0.00,0.00,0.00,1072.55,0.00,0.00,176.74
05.02.2018 06:00,28900.00,25007.30,184.98,15780.90,15780.80,25120.16,126.01,0.00,0.00,0.00,0.00,1047.70,0.00,0.00,82.77
05.02.2018 07:00,32700.00,26156.90,169.11,16961.20,16961.20,27475.21,169.11,698.69,0.00,0.00,157.26,519.10,0.00,0.00,263.71
05.02.2018 08:00,37600.00,28439.10,174.99,19425.60,19425.60,32299.71,183.88,595.25,0.00,0.00,96.31,242.55,0.00,0.00,0.14
05.02.2018 09:00,40700.00,30552.60,216.57,21218.10,21218.10,35195.54,230.00,989.00,0.00,0.00,232.23,42.47,0.00,0.00,1.00
05.02.2018 10:00,41400.00,31708.50,216.37,21515.90,21515.80,35737.15,228.26,1030.00,0.00,0.00,265.89,75.00,0.00,0.00,0.00
05.02.2018 11:00,41700.00,32548.40,216.38,21727.00,21726.90,36227.22,226.38,862.85,0.00,0.00,244.39,98.70,0.00,0.00,1.63
05.02.2018 12:00,39900.00,32539.70,177.21,20700.90,20701.00,34639.69,150.00,0.00,0.00,0.00,0.00,577.35,0.00,0.00,157.26
05.02.2018 13:00,40000.00,32047.00,204.79,20966.00,20966.00,34941.94,140.00,0.00,0.00,0.00,0.00,974.38,0.00,0.00,211.45
05.02.2018 14:00,40300.00,31959.80,215.96,21070.30,21070.30,35358.43,130.00,0.00,0.00,0.00,0.00,1099.12,0.00,0.00,227.95
05.02.2018 15:00,39900.00,31594.60,215.86,20639.80,20639.80,34913.25,130.00,0.00,0.00,0.00,0.00,1335.00,0.00,0.00,210.08
05.02.2018 16:00,40300.00,31261.10,217.41,20537.60,20537.50,35483.95,130.00,37.50,0.00,0.00,35.00,1417.00,0.00,0.00,98.31
05.02.2018 17:00,41000.00,32679.90,216.93,19799.10,19799.10,35964.01,130.00,0.00,0.00,0.00,0.00,1062.45,0.00,0.00,101.42
05.02.2018 18:00,41200.00,34153.10,216.25,19255.90,19255.80,36537.69,130.00,0.00,0.00,0.00,0.00,922.42,0.00,0.00,47.97
05.02.2018 19:00,40000.00,35569.70,175.75,18421.90,18422.10,35920.98,130.00,0.00,0.00,0.00,0.00,236.53,0.00,0.00,24.40
05.02.2018 20:00,39000.00,34634.30,183.99,17386.20,17386.20,34831.67,127.27,0.00,0.00,0.00,0.00,591.50,0.00,0.00,83.67
05.02.2018 21:00,37900.00,32831.60,183.98,17360.70,17360.70,33810.38,183.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
05.02.2018 22:00,37200.00,33089.30,189.99,16893.60,16893.60,33397.93,140.00,0.00,0.00,0.00,0.00,474.22,0.00,0.00,65.51
05.02.2018 23:00,36000.00,31950.30,181.90,16656.80,16656.70,32214.64,140.00,0.00,0.00,0.00,0.00,237.42,0.00,0.00,10.60
06.02.2018 00:00,33400.00,29564.50,191.75,15614.90,15614.90,30622.45,139.17,0.00,0.00,0.00,0.00,952.15,0.00,0.00,116.28
06.02.2018 01:00,31600.00,27260.80,177.49,14634.00,14634.00,28421.20,137.49,0.00,0.00,0.00,0.00,511.77,0.00,0.00,110.06
06.02.2018 02:00,30300.00,34593.50,179.64,15485.80,15485.70,27091.62,139.64,0.00,0.00,0.00,0.00,510.00,0.00,0.00,100.29
06.02.2018 03:00,29500.00,33968.10,162.00,15450.00,15450.10,26370.19,131.53,0.00,0.00,0.00,0.00,370.00,0.00,0.00,55.78
06.02.2018 04:00,29400.00,33881.50,157.00,15512.60,15512.50,26211.23,126.53,0.00,0.00,0.00,0.00,315.00,0.00,0.00,43.60
06.02.2018 05:00,29700.00,34310.20,162.00,15661.90,15662.00,26445.35,122.00,0.00,0.00,0.00,0.00,477.00,0.00,0.00,42.48
06.02.2018 06:00,30700.00,26028.70,168.99,16393.60,16393.60,27231.67,138.53,0.00,0.00,0.00,0.00,437.05,0.00,0.00,37.36
06.02.2018 07:00,33400.00,27348.40,184.98,16713.10,16713.10,29316.00,185.00,325.92,0.00,0.00,103.55,38.13,0.00,0.00,0.00
06.02.2018 08:00,37900.00,30257.80,181.90,18670.90,18671.00,33662.52,191.90,1414.48,0.00,0.00,273.76,195.58,0.00,0.00,0.00
06.02.2018 09:00,41000.00,31860.50,216.29,20500.10,20500.00,35842.57,226.00,1014.24,0.00,0.00,293.45,62.07,0.00,0.00,0.00
06.02.2018 10:00,41600.00,32899.80,215.93,20700.10,20700.00,36028.45,215.93,0.00,0.00,0.00,0.00,79.90,0.00,0.00,1.00
06.02.2018 11:00,41900.00,33319.10,215.69,20703.40,20703.30,36180.75,215.69,0.00,0.00,0.00,0.00,193.90,0.00,0.00,0.00
06.02.2018 12:00,40500.00,31970.80,181.90,20238.80,20238.90,34577.33,125.00,0.00,0.00,0.00,0.00,973.65,0.00,0.00,133.00
06.02.2018 13:00,40900.00,31915.00,204.80,20210.50,20210.60,34753.07,125.76,0.00,0.00,0.00,0.00,1544.27,0.00,0.00,115.41
06.02.2018 14:00,41200.00,32046.80,215.43,20205.40,20205.40,35156.76,127.27,0.00,0.00,0.00,0.00,1635.00,0.00,0.00,92.21
06.02.2018 15:00,41200.00,31769.30,215.48,19669.40,19669.30,34950.83,127.27,0.00,0.00,0.00,0.00,1571.00,0.00,0.00,139.48
06.02.2018 16:00,41400.00,31717.70,216.93,19498.70,19498.60,35326.77,130.00,0.00,0.00,0.00,0.00,1625.00,0.00,0.00,190.57
06.02.2018 17:00,41700.00,33723.80,216.06,18741.40,18741.40,35939.94,127.27,0.00,0.00,0.00,0.00,1463.00,0.00,0.00,120.70
06.02.2018 18:00,41300.00,34671.70,217.47,18941.10,18941.00,36708.31,157.60,0.00,0.00,0.00,0.00,632.00,0.00,0.00,55.26
06.02.2018 19:00,40000.00,34535.60,215.13,18301.90,18301.90,36119.11,215.13,275.00,0.00,0.00,22.30,0.00,0.00,0.00,0.00
06.02.2018 20:00,39000.00,33377.30,215.58,18194.50,18194.50,35122.60,215.58,123.75,0.00,0.00,8.70,0.00,0.00,0.00,0.00
06.02.2018 21:00,37800.00,32450.80,214.80,17414.00,17413.90,34177.17,214.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06.02.2018 22:00,37300.00,32636.10,190.00,16955.40,16955.40,33905.14,190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
06.02.2018 23:00,35700.00,31729.00,189.99,16400.20,16400.10,32671.23,151.00,0.00,0.00,0.00,0.00,397.85,0.00,0.00,63.22
07.02.2018 00:00,33500.00,29308.30,200.19,15078.00,15078.00,30346.20,129.33,0.00,0.00,0.00,0.00,1036.72,0.00,0.00,91.02
07.02.2018 01:00,31300.00,26864.20,176.98,14333.00,14333.10,28124.47,176.98,0.00,0.00,0.00,0.00,312.07,0.00,0.00,19.80
07.02.2018 02:00,29800.00,34431.00,149.99,15373.20,15373.00,26785.83,149.99,480.88,0.00,0.00,208.85,0.00,0.00,0.00,0.00
07.02.2018 03:00,28800.00,33974.00,161.99,15226.00,15226.00,26038.85,161.99,515.00,0.00,0.00,300.99,0.00,0.00,0.00,0.00
07.02.2018 04:00,28600.00,33752.90,149.98,15177.50,15177.40,25827.57,159.98,698.85,0.00,0.00,285.40,0.00,0.00,0.00,0.00
07.02.2018 05:00,28800.00,34194.60,129.99,15524.30,15524.30,26138.11,129.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
07.02.2018 06:00,29800.00,25956.40,149.99,16233.90,16233.80,26938.88,149.99,411.25,0.00,0.00,210.41,0.00,0.00,0.00,0.00
07.02.2018 07:00,31900.00,26781.00,194.95,16789.20,16789.10,28971.02,194.95,1498.67,0.00,0.00,854.80,0.00,0.00,0.00,0.00
07.02.2018 08:00,36100.00,29058.20,200.00,18685.90,18685.90,33291.11,205.00,1533.87,0.00,0.00,313.12,144.80,0.00,0.00,0.00
07.02.2018 09:00,38700.00,31594.30,216.43,20133.40,20133.30,35545.42,216.43,605.70,0.00,0.00,94.02,162.23,0.00,0.00,4.11
07.02.2018 10:00,39000.00,32316.20,215.83,20465.60,20465.50,35746.30,215.83,0.00,0.00,0.00,0.00,428.00,0.00,0.00,15.00
07.02.2018 11:00,39100.00,32805.40,215.39,20629.20,20629.00,35900.48,172.51,0.00,0.00,0.00,0.00,983.30,0.00,0.00,198.77
07.02.2018 12:00,37700.00,31684.40,174.99,20055.80,20055.80,34097.04,129.33,0.00,0.00,0.00,0.00,1887.15,0.00,0.00,510.53
07.02.2018 13:00,37700.00,31841.60,175.00,19913.70,19913.70,34208.35,129.33,0.00,0.00,0.00,0.00,2342.13,0.00,0.00,580.24
07.02.2018 14:00,37700.00,31907.00,175.06,19889.20,19889.30,34501.24,175.06,0.00,0.00,0.00,0.00,359.18,0.00,0.00,85.39
07.02.2018 15:00,37500.00,31775.90,170.21,19159.80,19159.80,34213.97,170.21,0.00,0.00,0.00,0.00,138.00,0.00,0.00,70.84
07.02.2018 16:00,37700.00,31900.10,195.06,19107.90,19107.90,34686.59,195.06,116.67,0.00,0.00,0.00,236.00,0.00,0.00,79.64
07.02.2018 17:00,37700.00,34053.20,169.00,18477.70,18477.60,35225.08,174.00,223.67,0.00,0.00,15.22,25.30,0.00,0.00,2.05
07.02.2018 18:00,38700.00,35160.70,169.00,18376.30,18376.20,35865.64,178.90,616.15,0.00,0.00,295.60,0.00,0.00,0.00,0.00
07.02.2018 19:00,38300.00,34636.20,167.00,18015.90,18015.90,35476.16,185.00,1924.00,0.00,0.00,507.74,0.00,0.00,0.00,0.00
07.02.2018 20:00,37800.00,33656.00,189.79,17595.90,17595.90,34330.18,189.79,1424.72,0.00,0.00,65.24,0.00,0.00,0.00,0.00
07.02.2018 21:00,36700.00,33463.90,179.99,16801.40,16801.40,33540.47,179.99,940.80,0.00,0.00,70.80,0.00,0.00,0.00,0.00
07.02.2018 22:00,36100.00,32882.50,172.99,16596.70,16596.70,33319.65,172.99,432.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00
07.02.2018 23:00,34800.00,31618.50,161.99,16195.90,16195.90,32301.19,179.00,1303.80,0.00,0.00,299.45,110.00,0.00,0.00,2.25
08.02.2018 00:00,32200.00,29238.40,178.54,15266.50,15266.50,29850.91,178.54,270.17,0.00,0.00,90.28,0.00,0.00,0.00,0.00
08.02.2018 01:00,30100.00,27062.80,176.21,14584.50,14584.70,27902.59,181.21,2509.32,0.00,0.00,1242.04,14.58,0.00,0.00,3.00
08.02.2018 02:00,29100.00,34187.00,160.98,15439.20,15439.30,26884.38,175.90,1392.00,0.00,0.00,242.87,0.00,0.00,0.00,0.00
08.02.2018 03:00,28400.00,33791.20,152.00,15258.10,15258.10,25983.02,175.00,1379.13,0.00,0.00,231.92,0.00,0.00,0.00,0.00
08.02.2018 04:00,28300.00,33728.00,129.99,15278.80,15278.90,25863.56,146.27,871.25,0.00,0.00,229.48,0.00,0.00,0.00,0.00
08.02.2018 05:00,28700.00,34297.50,152.80,15581.60,15581.70,25841.58,154.00,226.27,0.00,0.00,127.77,0.00,0.00,0.00,0.00
08.02.2018 06:00,29900.00,25724.70,175.21,16396.70,16396.80,27068.91,175.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
08.02.2018 07:00,32400.00,26693.90,178.00,17325.60,17325.60,28989.19,179.80,1399.62,0.00,0.00,887.27,12.92,0.00,0.00,0.00
08.02.2018 08:00,36700.00,28983.80,175.06,18679.90,18680.00,33295.29,180.06,2107.07,0.00,0.00,791.20,200.00,0.00,0.00,1.75
08.02.2018 09:00,38300.00,31523.50,205.04,19711.00,19711.00,35216.00,205.04,485.80,0.00,0.00,25.47,225.20,0.00,0.00,0.15
08.02.2018 10:00,38300.00,32417.70,204.79,19998.90,19998.80,35474.99,204.79,145.52,0.00,0.00,0.00,94.55,0.00,0.00,0.00
08.02.2018 11:00,38600.00,33137.50,204.80,20003.20,20003.20,35523.93,204.80,0.00,0.00,0.00,0.00,13.30,0.00,0.00,0.00
